# Observed Wavelength Air (nm)  	 
# Unc.  (nm)  	 
# Ritz Wavelength Air (nm)  	 
# Unc.  (nm)  
#  Rel.  Int.  (?) 
#  Aki (s-1)  
#  Acc.  Ei (cm-1)  
#   Ek (cm-1)  
#  Lower Level Conf., Term, J  
#  Upper Level Conf., Term, J  
#  Type  TP Ref.  
# Line
# Ref.
# 																		 
475.27320   	0.00004  	475.27311   	0.00004   	 5000  	  	   	149 824.2215  	-  	170 858.8729  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[7/2]°  	 3  		  	L3451
475.3123    	0.0020   	475.31186   	0.00016   	 10  	  	   	151 038.4524  	-  	172 071.389   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
475.4440    	0.0020   	475.44404   	0.00004   	 1000  	  	   	149 824.2215  	-  	170 851.3105  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 1  		  	L3469
475.87280   	0.00010  	475.87268   	0.00003   	 1500  	  	   	150 315.8612  	-  	171 324.0107  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 1  		  	L7292
478.03380   	0.00010  	478.03377   	0.00007   	 3000  	  	   	150 772.1118  	-  	171 685.289   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[5/2]°  	 2  		  	L7292
478.0884    	0.0020   	478.08807   	0.00021   	 300  	  	   	150 772.1118  	-  	171 682.914   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 1  		  	L3469
478.1239    	0.0020   	478.12388   	0.00014   	 20  	  	   	150 772.1118  	-  	171 681.348   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
478.4022    	0.0020   	478.4025    	0.0003    	 20  	  	   	150 772.1118  	-  	171 669.172   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 0  		  	L3469
478.89258   	0.00010  	478.89249   	0.00003   	 10000  	  	   	149 657.0392  	-  	170 532.7169  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L7292
478.95982   	0.00020  	478.95920   	0.00007   	 1000  	  	   	150 772.1118  	-  	171 644.882   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 1  		  	L4498
479.02195   	0.00020  	479.02171   	0.00004   	 5000  	  	   	150 772.1118  	-  	171 642.1580  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 2  		  	L4498
479.0728    	0.0020   	479.07185   	0.00003   	 300  	  	   	150 772.1118  	-  	171 639.9741  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
480.01110   	0.00010  	480.01101   	0.00010   	 150  	  	   	150 858.5079  	-  	171 685.542   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[5/2]°  	 3  		  	L7292
480.1076    	0.0020   	480.10769   	0.00014   	 20  	  	   	150 858.5079  	-  	171 681.348   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L3469
480.2363    	0.0020   	480.23730   	0.00007   	 100  	  	   	150 858.5079  	-  	171 675.728   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[7/2]°  	 3  		  	L3469
480.3225    	0.0020   	480.3250    	0.0003    	 10  	  	   	150 858.5079  	-  	171 671.928   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 1  		  	L3469
480.9500    	0.0020   	480.94996   	0.00007   	 100  	  	   	150 858.5079  	-  	171 644.882   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
481.00640   	0.00004  	481.00626   	0.00004   	 1500  	  	   	150 858.5079  	-  	171 642.4494  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 3  		  	L3451
481.06392   	0.00020  	481.06355   	0.00003   	 1000  	  	   	150 858.5079  	-  	171 639.9741  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L4498
481.4338    	0.0020   	481.43382   	0.00021   	 500  	  	   	150 917.4307  	-  	171 682.914   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 1  		  	L3469
481.6900    	0.0020   	481.6887    	0.0003    	 10  	  	   	150 917.4307  	-  	171 671.928   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 1  		  	L3469
481.76386   	0.00004  	481.76381   	0.00003   	 3000  	  	   	150 121.5922  	-  	170 872.8524  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 2  		  	L3451
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
481.87847   	0.00020  	481.87828   	0.00005   	 1500  	  	   	150 121.5922  	-  	170 867.923   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L4498
481.9937    	0.0020   	481.99290   	0.00003   	 700  	  	   	150 121.5922  	-  	170 862.9893  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L3469
482.19218   	0.00020  	482.19214   	0.00003   	 3000  	  	   	149 824.2215  	-  	170 557.0484  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L4498
482.31725   	0.00020  	482.31720   	0.00007   	 1000  	  	   	150 917.4307  	-  	171 644.882   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 1  		  	L4498
482.3370    	0.0020   	482.33511   	0.00012   	 500  	  	   	150 121.5922  	-  	170 848.274   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 0  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
482.5529    	0.0020   	482.55181   	0.00012   	 500  	  	   	150 772.1118  	-  	171 489.486   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 1  		  	L3469
482.73380   	0.00010  	482.73382   	0.00003   	 10000  	  	   	148 257.7898  	-  	168 967.3526  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6s  	 2[3/2]°  	 1  		  	L7292
482.75870   	0.00010  	482.75871   	0.00003   	 3000  	  	   	149 824.2215  	-  	170 532.7169  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L7292
482.9288    	0.0020   	482.92886   	0.00010   	 50  	  	   	150 772.1118  	-  	171 473.311   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L3469
483.73139   	0.00004  	483.73128   	0.00003   	 5000  	  	   	148 257.7898  	-  	168 924.6500  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6s  	 2[3/2]°  	 2  		  	L3451
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
484.2566    	0.0020   	484.25612   	0.00021   	 100  	  	   	151 038.4524  	-  	171 682.914   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 1  		  	L3469
484.2941    	0.0020   	484.29286   	0.00014   	 500  	  	   	151 038.4524  	-  	171 681.348   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L3469
484.5145    	0.0020   	484.5140    	0.0003    	 150  	  	   	151 038.4524  	-  	171 671.928   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 1  		  	L3469
484.5767    	0.0020   	484.5787    	0.0003    	 50  	  	   	151 038.4524  	-  	171 669.172   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 0  		  	L3469
484.9530    	0.0020   	484.95283   	0.00010   	 300  	  	   	150 858.5079  	-  	171 473.311   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
485.1501    	0.0020   	485.14989   	0.00007   	 600  	  	   	151 038.4524  	-  	171 644.882   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 1  		  	L3469
485.26550   	0.00010  	485.26547   	0.00003   	 1000  	  	   	151 038.4524  	-  	171 639.9741  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L7292
485.9604    	0.0020   	485.96055   	0.00012   	 150  	  	   	150 917.4307  	-  	171 489.486   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 1  		  	L3469
486.30810   	0.00020  	486.30767   	0.00003   	 1000  	  	   	150 315.8612  	-  	170 873.2327  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 3  		  	L4498
486.43729   	0.00020  	486.43717   	0.00003   	 300  	  	   	150 772.1118  	-  	171 324.0107  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 1  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
486.55065   	0.00020  	486.55011   	0.00004   	 1000  	  	   	150 315.8612  	-  	170 862.9893  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L4498
486.64760   	0.00010  	486.64761   	0.00004   	 800  	  	   	150 315.8612  	-  	170 858.8729  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[7/2]°  	 3  		  	L7292
486.70189   	0.00020  	486.70168   	0.00003   	 700  	  	   	150 772.1118  	-  	171 312.8413  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 0  		  	L4498
486.82766   	0.00020  	486.82683   	0.00004   	 700  	  	   	150 315.8612  	-  	170 851.3105  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 1  		  	L4498
488.3403    	0.0020   	488.34073   	0.00003   	 150  	  	   	149 824.2215  	-  	170 296.0099  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
488.49170   	0.00004  	488.49181   	0.00004   	 10000  	  	   	149 824.2215  	-  	170 289.6782  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[5/2]°  	 3  		  	L3451
488.50971   	0.00020  	488.50940   	0.00003   	 1000  	  	   	149 824.2215  	-  	170 288.9415  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 2  		  	L4498
488.8365    	0.0020   	488.83633   	0.00012   	 50  	  	   	151 038.4524  	-  	171 489.486   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 1  		  	L3469
489.20900   	0.00010  	489.20896   	0.00003   	 5000  	  	   	150 121.5922  	-  	170 557.0484  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L7292
489.2228    	0.0020   	489.22327   	0.00010   	 100  	  	   	151 038.4524  	-  	171 473.311   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
489.7924    	0.0020   	489.79214   	0.00003   	 700  	  	   	150 121.5922  	-  	170 532.7169  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L3469
489.9013    	0.0020   	489.90122   	0.00003   	 500  	  	   	150 917.4307  	-  	171 324.0107  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 1  		  	L3469
492.82350   	0.00010  	492.82397   	0.00003   	 700  	  	   	151 038.4524  	-  	171 324.0107  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 1  		  	L7292
493.0944    	0.0020   	493.09547   	0.00003   	 500  	  	   	151 038.4524  	-  	171 312.8413  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 0  		  	L3469
493.90410   	0.00010  	493.90431   	0.00003   	 1000  	  	   	150 315.8612  	-  	170 557.0484  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
494.49870   	0.00010  	494.49874   	0.00003   	 1000  	  	   	150 315.8612  	-  	170 532.7169  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L7292
495.53905   	0.00020  	495.53896   	0.00003   	 1500  	3.3e+05  	  D 	150 121.5922  	-  	170 296.0099  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 1  		T8043 	L4498
495.70335   	0.00004  	495.70324   	0.00004   	 10000  	  	   	150 121.5922  	-  	170 289.3243  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[5/2]°  	 2  		  	L3451
495.71220   	0.00010  	495.71265   	0.00003   	 1500  	  	   	150 121.5922  	-  	170 288.9415  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 2  		  	L7292
497.35555   	0.00020  	497.35533   	0.00004   	 1000  	  	   	150 772.1118  	-  	170 872.8524  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 2  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
497.4760    	0.0020   	497.47733   	0.00006   	 500  	  	   	150 772.1118  	-  	170 867.923   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L3469
497.5961    	0.0020   	497.59950   	0.00004   	 100  	  	   	150 772.1118  	-  	170 862.9893  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L3469
497.9625    	0.0020   	497.96423   	0.00013   	 50  	  	   	150 772.1118  	-  	170 848.274   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 0  		  	L3469
499.49300   	0.00010  	499.49281   	0.00004   	 1500  	  	   	150 858.5079  	-  	170 873.2327  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 3  		  	L7292
499.6209    	0.0020   	499.62536   	0.00006   	 20  	  	   	150 858.5079  	-  	170 867.923   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
499.7482    	0.0020   	499.74858   	0.00004   	 150  	  	   	150 858.5079  	-  	170 862.9893  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L3469
499.8502    	0.0020   	499.85144   	0.00004   	 100  	  	   	150 858.5079  	-  	170 858.8729  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[7/2]°  	 3  		  	L3469
500.0395    	0.0020   	500.04051   	0.00004   	 30  	  	   	150 858.5079  	-  	170 851.3105  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 1  		  	L3469
500.3561    	0.0020   	500.35720   	0.00004   	 20  	  	   	150 315.8612  	-  	170 296.0099  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 1  		  	L3469
500.51587   	0.00004  	500.51582   	0.00004   	 5000  	  	   	150 315.8612  	-  	170 289.6782  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[5/2]°  	 3  		  	L3451
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
500.53467   	0.00030  	500.53428   	0.00004   	 500  	  	   	150 315.8612  	-  	170 288.9415  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 2  		  	L4498
501.10030   	0.00010  	501.10099   	0.00006   	 250  	  	   	150 917.4307  	-  	170 867.923   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L7292
501.5187    	0.0020   	501.51861   	0.00004   	 50  	  	   	150 917.4307  	-  	170 851.3105  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 1  		  	L3469
502.28700   	0.00010  	502.28639   	0.00004   	 250  	  	   	149 824.2215  	-  	169 727.6312  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)6s  	 2[1/2]°  	 1  		  	L7292
503.13484   	0.00010  	503.13481   	0.00004   	 2500  	  	   	149 657.0392  	-  	169 526.8869  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)5d  	 2[5/2]°  	 3  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
503.15087   	0.00030  	503.15041   	0.00004   	 20  	  	   	149 657.0392  	-  	169 526.2708  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)5d  	 2[5/2]°  	 2  		  	L4498
503.60016   	0.00030  	503.59924   	0.00004   	 350  	  	   	149 657.0392  	-  	169 508.5627  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)5d  	 2[3/2]°  	 2  		  	L4498
503.75927   	0.00030  	503.75844   	0.00004   	 30  	  	   	149 657.0392  	-  	169 502.2893  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)5d  	 2[7/2]°  	 3  		  	L4498
503.77512   	0.00004  	503.77504   	0.00004   	 5000  	  	   	149 657.0392  	-  	169 501.6353  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)5d  	 2[7/2]°  	 4  		  	L3451
504.1598    	0.0020   	504.15931   	0.00006   	 10  	  	   	151 038.4524  	-  	170 867.923   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
504.2853    	0.0020   	504.28479   	0.00004   	 150  	  	   	151 038.4524  	-  	170 862.9893  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L3469
504.5816    	0.0020   	504.58204   	0.00004   	 150  	  	   	151 038.4524  	-  	170 851.3105  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 1  		  	L3469
504.6608    	0.0020   	504.65939   	0.00013   	 30  	  	   	151 038.4524  	-  	170 848.274   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 0  		  	L3469
505.29443   	0.00030  	505.29414   	0.00004   	 250  	  	   	150 772.1118  	-  	170 557.0484  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L4498
505.9150    	0.0020   	505.91633   	0.00004   	 20  	  	   	150 772.1118  	-  	170 532.7169  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
507.40459   	0.00030  	507.40410   	0.00004   	 30  	  	   	149 824.2215  	-  	169 526.8869  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)5d  	 2[5/2]°  	 3  		  	L4498
507.42007   	0.00004  	507.41996   	0.00004   	 350  	  	   	149 824.2215  	-  	169 526.2708  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)5d  	 2[5/2]°  	 2  		  	L3451
507.65971   	0.00030  	507.65898   	0.00004   	 350  	  	   	149 824.2215  	-  	169 516.9948  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)5d  	 2[3/2]°  	 1  		  	L4498
507.87693   	0.00030  	507.87645   	0.00004   	 150  	  	   	149 824.2215  	-  	169 508.5627  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)5d  	 2[3/2]°  	 2  		  	L4498
508.03830   	0.00010  	508.03836   	0.00004   	 1500  	  	   	149 824.2215  	-  	169 502.2893  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)5d  	 2[7/2]°  	 3  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
508.1360    	0.0020   	508.13801   	0.00004   	 150  	  	   	150 858.5079  	-  	170 532.7169  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L3469
508.39773   	0.00030  	508.39671   	0.00004   	 250  	  	   	149 824.2215  	-  	169 488.4193  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)5d  	 2[1/2]°  	 1  		  	L4498
509.0321    	0.0020   	509.03300   	0.00004   	 80  	  	   	150 917.4307  	-  	170 557.0484  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L3469
509.90522   	0.00030  	509.90482   	0.00004   	 250  	  	   	150 121.5922  	-  	169 727.6312  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6s  	 2[1/2]°  	 1  		  	L4498
510.47011   	0.00004  	510.46991   	0.00004   	 350  	  	   	150 121.5922  	-  	169 705.9275  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6s  	 2[1/2]°  	 0  		  	L3451
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
511.36724   	0.00004  	511.36710   	0.00004   	 750  	1.0e+06  	  D 	148 257.7898  	-  	167 807.7649  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)4d  	 2[3/2]°  	 1  		T8043 	L3451
511.65032   	0.00004  	511.65021   	0.00004   	 1500  	  	   	148 257.7898  	-  	167 796.9475  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)4d  	 2[3/2]°  	 2  		  	L3451
511.70246   	0.00030  	511.70198   	0.00004   	 350  	  	   	148 257.7898  	-  	167 794.9709  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)4d  	 2[5/2]°  	 2  		  	L4498
512.05059   	0.00030  	512.05012   	0.00004   	 250  	5.6e+05  	  D 	150 772.1118  	-  	170 296.0099  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 1  		T8043 	L4498
512.1866    	0.0020   	512.18921   	0.00004   	 20  	  	   	151 038.4524  	-  	170 557.0484  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
512.22565   	0.00004  	512.22552   	0.00004   	 1500  	  	   	150 772.1118  	-  	170 289.3243  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[5/2]°  	 2  		  	L3451
512.23613   	0.00030  	512.23557   	0.00004   	 1500  	  	   	150 772.1118  	-  	170 288.9415  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 2  		  	L4498
512.8280    	0.0020   	512.82850   	0.00004   	 20  	  	   	151 038.4524  	-  	170 532.7169  	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L3469
514.3265    	0.0020   	514.32611   	0.00004   	 50  	  	   	150 858.5079  	-  	170 296.0099  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 1  		  	L3469
514.49384   	0.00004  	514.49371   	0.00004   	 5000  	  	   	150 858.5079  	-  	170 289.6782  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)5d  	 2[5/2]°  	 3  		  	L3451
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
