# Observed Wavelength Air (nm)  	 
#				Rel.  Int.  (?) 
671.70430   	700  	
672.11342   	20  	
673.80320   	700  	
675.95821   	150  	
692.94672   	100000  
702.40500   	34000  	
703.24128   	85000  	
705.12922   	2200  	
705.91079   	10000  	
706.4762    	80  	
711.23075   	110  	
713.85400   	55  	
717.39380   	77000  	
724.51665   	77000  	
730.48422   	89  	
743.88981   	60000  	
747.24383   	3100  	
748.88712   	32000  	
753.57739   	28000  	
754.40439   	13000  	
762.133     	50  	
772.46233   	60  	
783.30281   	56  	
783.90520   	230  	
783.99855   	7  	  	
792.71172   	300  	
793.69957   	1300  	
794.31805   	7900  	
794.41404   	200  	
802.411     	3  	  	
804.179     	3  	  	
807.606     	1  	  	
808.24576   	5700  	
809.308     	3  	  	
811.85495   	3800  	
812.89110   	1200  	
813.64061   	17000  	
824.86826   	310  	
825.93795   	3300  	
826.60769   	7200  	
826.71166   	990  	
830.03248   	29000  	
830.15570   	1900  	
836.57464   	4600  	
837.63590   	6600  	
837.76070   	76000  	
841.71597   	2700  	
841.84265   	26000  	
846.33569   	3700  	
848.44424   	1300  	
849.53591   	69000  	
